image	C:/Users/diogo/OneDrive - Universidade de Lisboa/Ambiente de Trabalho/WORK/202402 - Paper SOTA/figs/fig2_new/tophat.png
intensity-scaling	0
gaussian-std	0
ridge-threshold	0.005
maximum-foreground	255
minimum-foreground	2
init-z	false
snake-point-spacing	1
minimum-snake-length	20
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.01
beta	0.1
gamma	4
external-factor	1
stretch-factor	0.2
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
3          67     179.898     230.433           0     70.2332     24.3291
3          68     180.894     230.532           0     64.5779     42.9482
3          69     181.876     230.724           0     61.9124     58.7644
3          70     182.851      230.95           0     65.0525     58.5288
3          71     183.833     231.145           0     70.0735     48.8799
3          72     184.827     231.254           0     77.3038     38.4609
3          73     185.828      231.24           0     84.8256      32.042
3          74     186.818     231.095           0     91.6025     27.3947
3          75     187.788     230.849           0     93.6606     22.3474
3          76     188.742     230.547           0     92.0831     16.5907
3          77     189.685     230.212           0     87.9168     11.7484
3          78     190.623     229.863           0     77.2951     8.45604
3          79     191.566     229.529           0     62.3337     5.99042
3          80     192.511     229.199           0      51.895      5.1186
3          81     193.442     228.833           0     44.2723     6.09435
3          82      194.33     228.372           0     38.9278     9.96009
3          83      195.13     227.771           0     35.5405     18.2049
3          84     195.819     227.045           0     34.1888     27.8039
3          85     196.454     226.272           0     37.3928     33.5614
3          86     197.129     225.533           0      41.658     35.3723
3          87     197.897     224.892           0      45.842     36.3807
3          88     198.761     224.387           0     46.8122     37.1457
3          89     199.687     224.006           0     48.9508     37.1136
3          90     200.652     223.742           0     47.4743     34.2658
3          91     201.642     223.596           0     47.3281     31.5025
3          92     202.643     223.582           0     46.1333     30.3105
3          93     203.638     223.686           0      44.476     30.1443
3          94     204.624     223.856           0     44.3535      27.613
3          95     205.614     224.003           0     46.2152     19.4856
3          96     206.614     224.036           0     48.6537     10.8635
3          97     207.608     223.919           0     51.4356     8.21809
3          98     208.584     223.701           0     52.8524     8.00896
3          99     209.558     223.472           0     56.3534       9.425
3         100     210.545     223.304           0     59.5525     12.9915
3         101     211.543      223.23           0     60.5569     15.5897
3         102     212.544     223.224           0     58.1098     15.3842
3         103     213.544     223.216           0     53.4346       15.42
3         104     214.543     223.151           0     52.3032     16.0037
3         105     215.536     223.032           0     57.4633     15.8476
3         106     216.528     222.901           0     65.0136     14.7314
3         107     217.525     222.811           0     74.4558     13.4983
3         108     218.526     222.799           0     88.5287     15.0105
3         109     219.524      222.87           0     114.041     21.0745
3         110     220.512     223.026           0     156.215     29.6873
3         111     221.478     223.288           0     190.247     30.4316
3         112     222.391     223.698           0     202.499     22.4679
3         113       223.2     224.287           0     185.825     18.0337
3         114     223.911     224.991           0     149.981     25.7336
3         115     224.533     225.774           0     109.489     39.0171
3         116     225.107     226.594           0      84.817     44.9314
3         117     225.688     227.409           0     71.1502     42.0465
3         118     226.318     228.187           0     66.0763     34.8046
3         119     227.012     228.908           0     70.2247     26.4304
3         120     227.762      229.57           0     69.3385     16.7528
3         121     228.537     230.203           0     68.8767     8.44042
3         122     229.315     230.832           0     67.3221     4.42916
3         123      230.08     231.477           0     66.4173     3.06157
3         124     230.826     232.144           0     71.1845     3.14158
3         125      231.56     232.824           0     82.6837     10.0602
3         126      232.29     233.509           0     106.858     23.5818
3         127     233.018     234.196           0     142.142     40.0256
3         128     233.729     234.899           0     164.809     51.6136
3         129     234.342     235.691           0     155.297     55.4052
3         130     234.832     236.563           0     127.956     57.8622
3         131     235.273     237.461           0      101.31     54.8967
3         132      235.72     238.356           0     87.2219     44.4786
3         133     236.198     239.236           0     83.6515       31.24
3         134     236.664     240.121           0     80.2041     18.1398
3         135     237.034     241.051           0     72.9341     9.97206
3         136     237.246     242.029           0     55.5255     7.51008
3         137     237.319     243.027           0     38.3655     4.80424
3         138     237.308     244.027           0     25.2293     2.63453
3         139      237.25     245.026           0     19.9783     2.53856
3         140     237.176     246.024           0     19.5599      4.0865
3         141      237.11     247.023           0     23.5804     5.82241
3         142     237.085     248.023           0     29.4521     6.86534
3         143     237.102     249.024           0     31.4243     7.11539
3         144       237.1     250.025           0     28.7457     5.13272
3         145     237.051     251.024           0     26.7949      4.0912
3         146     236.976     252.022           0     26.9276     4.71168
3         147     236.896     253.019           0      27.727     5.82067
3         148     236.819     254.017           0     29.4589      7.0532
3         149      236.75     255.015           0     29.5009     8.59788
3         150     236.688     256.014           0     29.3671     10.2414
3         151     236.631     257.013           0     28.6229      11.833
3         152     236.578     258.012           0     27.9948     13.5527
3         153     236.525     259.012           0      27.519     15.3354
3         154     236.466     260.011           0     26.9951     17.2481
3         155     236.387     261.008           0     26.6132     19.5541
3         156     236.307     262.006           0     26.6908     22.0869
3         157     236.229     263.003           0     26.5414     24.3551
3         158     236.154     264.001           0     26.6936      26.055
#1
4           0     173.841     293.729           0     50.4484     22.8226
4           1     174.018     292.748           0      51.272      21.395
4           2     174.054     291.752           0     48.2174     15.9218
4           3         174     290.757           0     45.0286     12.3506
4           4     173.913     289.764           0     41.2029     9.57792
4           5     173.741     288.783           0     38.7405      6.9302
4           6     173.572     287.801           0     36.8859     3.98885
4           7     173.436     286.813           0      36.482     2.07169
4           8      173.34     285.821           0     36.3776     1.06945
4           9     173.286     284.826           0     37.0291    0.401849
4          10     173.278      283.83           0     37.9367     0.38162
4          11     173.307     282.833           0     38.2451    0.322124
4          12      173.37     281.839           0     38.8477    0.248794
4          13     173.466     280.847           0     38.5238    0.217105
4          14     173.594     279.858           0     38.4789    0.246629
4          15     173.758     278.875           0      38.309    0.209783
4          16     173.965     277.901           0     39.7783    0.227338
4          17     174.215     276.936           0     38.8641    0.130175
4          18     174.505     275.982           0     37.9828    0.220714
4          19      174.83      275.04           0     38.3058    0.239856
4          20     175.183     274.108           0     38.3512    0.252173
4          21     175.557     273.185           0     37.9696    0.286554
4          22     175.948     272.268           0     39.4364    0.284627
4          23     176.352     271.357           0     37.9599    0.257959
4          24     176.768     270.451           0     38.3325    0.205988
4          25       177.2     269.553           0     38.2423      0.3018
4          26     177.651     268.664           0     37.1996    0.358971
4          27     178.125     267.788           0     37.6726    0.427268
4          28     178.619     266.922           0      35.821      0.1956
4          29     179.126     266.064           0     35.4468    0.330206
4          30      179.64      265.21           0     33.3138    0.293384
4          31     180.159     264.359           0        32.7    0.327656
4          32     180.677     263.508           0     31.5169    0.302871
4          33     181.193     262.655           0     31.2727    0.436904
4          34     181.705       261.8           0     30.4113    0.399134
4          35     182.215     260.944           0     30.3039    0.333092
4          36      182.72     260.085           0     30.3048    0.338959
4          37     183.228     259.227           0     30.3371    0.402546
4          38     183.736      258.37           0     29.7903    0.312129
4          39     184.248     257.515           0     29.3904    0.402069
4          40     184.765     256.663           0     28.6036    0.303111
4          41     185.291     255.816           0     27.8427    0.324198
4          42     185.828     254.977           0     27.6362    0.295492
4          43     186.379     254.146           0     27.3988    0.319133
4          44     186.941     253.323           0     27.4967    0.278073
4          45     187.509     252.504           0     27.2522    0.329291
4          46     188.077     251.685           0     28.4463    0.246726
4          47     188.644     250.865           0     28.5383    0.236158
4          48      189.21     250.045           0     29.4877    0.291899
4          49     189.773     249.223           0      29.126    0.308313
4          50     190.335       248.4           0     29.0645    0.464243
4          51     190.897     247.577           0     29.6776    0.375274
4          52     191.462     246.756           0     28.9077    0.358098
4          53      192.03     245.937           0      29.857    0.426422
4          54     192.601      245.12           0      29.961    0.477879
4          55     193.171     244.303           0      30.569    0.335332
4          56     193.738     243.483           0     30.4829    0.354905
4          57     194.305     242.664           0      31.261    0.484594
4          58     194.877     241.847           0     32.6595    0.603905
4          59     195.454     241.035           0     33.3591    0.737172
4          60      196.03     240.221           0     34.6617    0.612976
4          61     196.603     239.406           0     33.1999    0.595571
4          62     197.175      238.59           0     32.0774    0.563848
4          63     197.747     237.774           0     29.5721    0.563931
4          64     198.308      236.95           0     27.2457    0.727318
4          65     198.837     236.105           0     25.7429     1.08978
4          66     199.316     235.231           0     24.4132     1.88627
4          67     199.725     234.323           0     24.3525     3.64363
4          68     200.076      233.39           0     27.9917      7.0677
4          69     200.406     232.449           0     34.4213     12.6593
4          70     200.776     231.524           0     45.7474     17.8259
4          71     201.258     230.652           0     58.3586     17.7028
4          72     201.902     229.891           0     68.3664     18.7342
4          73     202.673     229.259           0     66.1481     20.0283
4          74      203.47     228.662           0       57.76     20.7981
4          75     204.223     228.008           0      47.726     21.6749
4          76     204.892      227.27           0     37.9844      23.775
4          77     205.512      226.49           0     35.2618     25.1045
4          78     206.151     225.725           0     38.4757     20.9532
4          79     206.849     225.013           0      43.735     15.1041
#1
5           0     117.982     272.119           0     164.641     56.3349
5           1     118.903     271.719           0      155.85      54.334
5           2     119.901     271.621           0     138.283     69.4243
5           3     120.902     271.688           0     119.054     55.5813
5           4     121.899     271.796           0     99.0641     31.6195
5           5     122.884     271.988           0      80.319     14.5765
5           6     123.867     272.189           0     64.2059     11.5786
5           7     124.839     272.433           0     58.4069     16.3038
5           8     125.779     272.786           0     70.3466     32.2035
5           9     126.641     273.299           0     93.0366     66.2807
5          10      127.37     273.987           0     108.396     51.3677
5          11     128.008     274.761           0     106.953     48.6867
5          12     128.725     275.463           0     80.8962      55.022
5          13     129.554     276.029           0     57.0066     30.0928
5          14     130.446     276.486           0     40.9374     17.3654
5          15     131.365     276.889           0     36.8382     14.5527
5          16      132.29     277.276           0      37.415      12.102
5          17     133.214     277.668           0     42.0278     10.2643
